date,geoRegion,altersklasse_covid19,entries,type_variant,age_group_type,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202110,CHFL,50 - 59,15428,altersklasse_covid19,age_group_AKL10,1305543,107095,1.18,8.2,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.101,10.100000000000001
202111,CHFL,50 - 59,19068,altersklasse_covid19,age_group_AKL10,1305543,126163,1.46,9.66,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.126,12.6
202112,CHFL,50 - 59,21303,altersklasse_covid19,age_group_AKL10,1305543,147466,1.63,11.3,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.117,11.700000000000001
202113,CHFL,50 - 59,18556,altersklasse_covid19,age_group_AKL10,1305543,166022,1.42,12.72,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.106,10.6
202114,CHFL,50 - 59,20781,altersklasse_covid19,age_group_AKL10,1305543,186803,1.59,14.31,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.099,9.9
202115,CHFL,50 - 59,34011,altersklasse_covid19,age_group_AKL10,1305543,220814,2.61,16.91,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.115,11.5
202116,CHFL,50 - 59,61185,altersklasse_covid19,age_group_AKL10,1305543,281999,4.69,21.6,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.166,16.6
202117,CHFL,50 - 59,84332,altersklasse_covid19,age_group_AKL10,1305543,366331,6.46,28.06,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.217,21.7
202118,CHFL,50 - 59,116408,altersklasse_covid19,age_group_AKL10,1305543,482739,8.92,36.98,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.258,25.8
202119,CHFL,50 - 59,125593,altersklasse_covid19,age_group_AKL10,1305543,608332,9.62,46.6,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.268,26.8
202120,CHFL,50 - 59,142362,altersklasse_covid19,age_group_AKL10,1305543,750694,10.9,57.5,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.249,24.9
202121,CHFL,50 - 59,124618,altersklasse_covid19,age_group_AKL10,1305543,875312,9.55,67.05,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.224,22.400000000000002
202122,CHFL,50 - 59,148197,altersklasse_covid19,age_group_AKL10,1305543,1023509,11.35,78.4,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.233,23.3
202123,CHFL,50 - 59,161137,altersklasse_covid19,age_group_AKL10,1305543,1184646,12.34,90.74,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.25,25
202124,CHFL,50 - 59,147787,altersklasse_covid19,age_group_AKL10,1305543,1332433,11.32,102.06,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.245,24.5
202125,CHFL,50 - 59,104592,altersklasse_covid19,age_group_AKL10,1305543,1437025,8.01,110.07,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.201,20.1
202126,CHFL,50 - 59,73133,altersklasse_covid19,age_group_AKL10,1305543,1510158,5.6,115.67,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.163,16.3
202127,CHFL,50 - 59,68131,altersklasse_covid19,age_group_AKL10,1305543,1578289,5.22,120.89,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.164,16.400000000000002
202128,CHFL,50 - 59,56618,altersklasse_covid19,age_group_AKL10,1305543,1634907,4.34,125.23,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.155,15.5
202129,CHFL,50 - 59,46337,altersklasse_covid19,age_group_AKL10,1305543,1681244,3.55,128.78,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.157,15.7
202130,CHFL,50 - 59,28097,altersklasse_covid19,age_group_AKL10,1305543,1709341,2.15,130.93,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.15,15
202131,CHFL,50 - 59,20398,altersklasse_covid19,age_group_AKL10,1305543,1729739,1.56,132.49,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.149,14.899999999999999
202132,CHFL,50 - 59,20872,altersklasse_covid19,age_group_AKL10,1305543,1750611,1.6,134.09,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.154,15.4
202133,CHFL,50 - 59,21817,altersklasse_covid19,age_group_AKL10,1305543,1772428,1.67,135.76,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.151,15.1
202134,CHFL,50 - 59,24389,altersklasse_covid19,age_group_AKL10,1305543,1796817,1.87,137.63,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.152,15.2
202135,CHFL,50 - 59,22416,altersklasse_covid19,age_group_AKL10,1305543,1819233,1.72,139.35,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.144,14.399999999999999
202136,CHFL,50 - 59,27198,altersklasse_covid19,age_group_AKL10,1305543,1846431,2.08,141.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.141,14.099999999999998
202137,CHFL,50 - 59,29779,altersklasse_covid19,age_group_AKL10,1305543,1876210,2.28,143.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.134,13.4
202138,CHFL,50 - 59,26459,altersklasse_covid19,age_group_AKL10,1305543,1902669,2.03,145.74,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.136,13.600000000000001
202139,CHFL,50 - 59,22532,altersklasse_covid19,age_group_AKL10,1305543,1925201,1.73,147.46,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.137,13.700000000000001
202140,CHFL,50 - 59,22295,altersklasse_covid19,age_group_AKL10,1305543,1947496,1.71,149.17,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.136,13.600000000000001
202141,CHFL,50 - 59,22621,altersklasse_covid19,age_group_AKL10,1305543,1970117,1.73,150.9,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.134,13.4
202142,CHFL,50 - 59,18156,altersklasse_covid19,age_group_AKL10,1305543,1988273,1.39,152.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.128,12.8
202143,CHFL,50 - 59,12476,altersklasse_covid19,age_group_AKL10,1305543,2000749,0.96,153.25,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.124,12.4
202144,CHFL,50 - 59,9085,altersklasse_covid19,age_group_AKL10,1305543,2009834,0.7,153.95,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.119,11.899999999999999
202145,CHFL,50 - 59,10910,altersklasse_covid19,age_group_AKL10,1305543,2020744,0.84,154.78,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.087,8.7
202146,CHFL,50 - 59,11450,altersklasse_covid19,age_group_AKL10,1305543,2032194,0.88,155.66,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.049,4.9
202147,CHFL,50 - 59,17972,altersklasse_covid19,age_group_AKL10,1305543,2050166,1.38,157.04,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.065,6.5
202052,CHFL,60 - 69,117,altersklasse_covid19,age_group_AKL10,972277,117,0.01,0.01,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.104,10.4
202053,CHFL,60 - 69,893,altersklasse_covid19,age_group_AKL10,972277,1010,0.09,0.1,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.17,17
202101,CHFL,60 - 69,3043,altersklasse_covid19,age_group_AKL10,972277,4053,0.31,0.42,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.089,8.9
202102,CHFL,60 - 69,4494,altersklasse_covid19,age_group_AKL10,972277,8547,0.46,0.88,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.081,8.1
202103,CHFL,60 - 69,9131,altersklasse_covid19,age_group_AKL10,972277,17678,0.94,1.82,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.091,9.1
202104,CHFL,60 - 69,10630,altersklasse_covid19,age_group_AKL10,972277,28308,1.09,2.91,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.095,9.5
202105,CHFL,60 - 69,10349,altersklasse_covid19,age_group_AKL10,972277,38657,1.06,3.98,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.103,10.299999999999999
202106,CHFL,60 - 69,13047,altersklasse_covid19,age_group_AKL10,972277,51704,1.34,5.32,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.097,9.700000000000001
202107,CHFL,60 - 69,13765,altersklasse_covid19,age_group_AKL10,972277,65469,1.42,6.73,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.105,10.5
202108,CHFL,60 - 69,14301,altersklasse_covid19,age_group_AKL10,972277,79770,1.47,8.2,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.103,10.299999999999999
202109,CHFL,60 - 69,17445,altersklasse_covid19,age_group_AKL10,972277,97215,1.79,10,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.115,11.5
202110,CHFL,60 - 69,18442,altersklasse_covid19,age_group_AKL10,972277,115657,1.9,11.9,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.121,12.1
202111,CHFL,60 - 69,23373,altersklasse_covid19,age_group_AKL10,972277,139030,2.4,14.3,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.154,15.4
202112,CHFL,60 - 69,31500,altersklasse_covid19,age_group_AKL10,972277,170530,3.24,17.54,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.172,17.2
202113,CHFL,60 - 69,33115,altersklasse_covid19,age_group_AKL10,972277,203645,3.41,20.95,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.189,18.9
202114,CHFL,60 - 69,48219,altersklasse_covid19,age_group_AKL10,972277,251864,4.96,25.9,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.229,22.900000000000002
202115,CHFL,60 - 69,86060,altersklasse_covid19,age_group_AKL10,972277,337924,8.85,34.76,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.291,29.099999999999998
202116,CHFL,60 - 69,111153,altersklasse_covid19,age_group_AKL10,972277,449077,11.43,46.19,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.302,30.2
202117,CHFL,60 - 69,110079,altersklasse_covid19,age_group_AKL10,972277,559156,11.32,57.51,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.283,28.299999999999997
202118,CHFL,60 - 69,113778,altersklasse_covid19,age_group_AKL10,972277,672934,11.7,69.21,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.252,25.2
202119,CHFL,60 - 69,119459,altersklasse_covid19,age_group_AKL10,972277,792393,12.29,81.5,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.255,25.5
202120,CHFL,60 - 69,133553,altersklasse_covid19,age_group_AKL10,972277,925946,13.74,95.23,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.234,23.400000000000002
202121,CHFL,60 - 69,108407,altersklasse_covid19,age_group_AKL10,972277,1034353,11.15,106.38,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.195,19.5
202122,CHFL,60 - 69,100742,altersklasse_covid19,age_group_AKL10,972277,1135095,10.36,116.75,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.158,15.8
202123,CHFL,60 - 69,87618,altersklasse_covid19,age_group_AKL10,972277,1222713,9.01,125.76,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.136,13.600000000000001
202124,CHFL,60 - 69,66789,altersklasse_covid19,age_group_AKL10,972277,1289502,6.87,132.63,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.111,11.1
202125,CHFL,60 - 69,44866,altersklasse_covid19,age_group_AKL10,972277,1334368,4.61,137.24,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.086,8.6
202126,CHFL,60 - 69,32884,altersklasse_covid19,age_group_AKL10,972277,1367252,3.38,140.62,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.073,7.3
202127,CHFL,60 - 69,30362,altersklasse_covid19,age_group_AKL10,972277,1397614,3.12,143.75,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.073,7.3
202128,CHFL,60 - 69,25351,altersklasse_covid19,age_group_AKL10,972277,1422965,2.61,146.35,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.069,6.9
202129,CHFL,60 - 69,21691,altersklasse_covid19,age_group_AKL10,972277,1444656,2.23,148.58,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.074,7.3999999999999995
202130,CHFL,60 - 69,14701,altersklasse_covid19,age_group_AKL10,972277,1459357,1.51,150.1,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.079,7.9
202131,CHFL,60 - 69,10942,altersklasse_covid19,age_group_AKL10,972277,1470299,1.13,151.22,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.08,8
202132,CHFL,60 - 69,10636,altersklasse_covid19,age_group_AKL10,972277,1480935,1.09,152.32,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.079,7.9
202133,CHFL,60 - 69,11704,altersklasse_covid19,age_group_AKL10,972277,1492639,1.2,153.52,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.081,8.1
202134,CHFL,60 - 69,13033,altersklasse_covid19,age_group_AKL10,972277,1505672,1.34,154.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.081,8.1
202135,CHFL,60 - 69,12226,altersklasse_covid19,age_group_AKL10,972277,1517898,1.26,156.12,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.079,7.9
202136,CHFL,60 - 69,14109,altersklasse_covid19,age_group_AKL10,972277,1532007,1.45,157.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.073,7.3
202137,CHFL,60 - 69,15165,altersklasse_covid19,age_group_AKL10,972277,1547172,1.56,159.13,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.068,6.800000000000001
202138,CHFL,60 - 69,13664,altersklasse_covid19,age_group_AKL10,972277,1560836,1.41,160.53,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.07,7.000000000000001
202139,CHFL,60 - 69,12186,altersklasse_covid19,age_group_AKL10,972277,1573022,1.25,161.79,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.074,7.3999999999999995
202140,CHFL,60 - 69,11935,altersklasse_covid19,age_group_AKL10,972277,1584957,1.23,163.01,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.073,7.3
202141,CHFL,60 - 69,12183,altersklasse_covid19,age_group_AKL10,972277,1597140,1.25,164.27,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.072,7.199999999999999
202142,CHFL,60 - 69,9724,altersklasse_covid19,age_group_AKL10,972277,1606864,1,165.27,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.068,6.800000000000001
202143,CHFL,60 - 69,7221,altersklasse_covid19,age_group_AKL10,972277,1614085,0.74,166.01,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.072,7.199999999999999
202144,CHFL,60 - 69,5546,altersklasse_covid19,age_group_AKL10,972277,1619631,0.57,166.58,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.073,7.3
202145,CHFL,60 - 69,13865,altersklasse_covid19,age_group_AKL10,972277,1633496,1.43,168.01,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.111,11.1
202146,CHFL,60 - 69,33312,altersklasse_covid19,age_group_AKL10,972277,1666808,3.43,171.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.143,14.299999999999999
202147,CHFL,60 - 69,52115,altersklasse_covid19,age_group_AKL10,972277,1718923,5.36,176.79,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.187,18.7
202052,CHFL,70 - 79,110,altersklasse_covid19,age_group_AKL10,739913,110,0.01,0.01,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.097,9.700000000000001
202053,CHFL,70 - 79,1357,altersklasse_covid19,age_group_AKL10,739913,1467,0.18,0.2,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.258,25.8
202101,CHFL,70 - 79,7034,altersklasse_covid19,age_group_AKL10,739913,8501,0.95,1.15,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.206,20.599999999999998
202102,CHFL,70 - 79,14155,altersklasse_covid19,age_group_AKL10,739913,22656,1.91,3.06,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.256,25.6
202103,CHFL,70 - 79,28861,altersklasse_covid19,age_group_AKL10,739913,51517,3.9,6.96,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.287,28.7
202104,CHFL,70 - 79,31316,altersklasse_covid19,age_group_AKL10,739913,82833,4.23,11.19,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.28,28.000000000000004
202105,CHFL,70 - 79,28211,altersklasse_covid19,age_group_AKL10,739913,111044,3.81,15.01,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.282,28.199999999999996
202106,CHFL,70 - 79,34542,altersklasse_covid19,age_group_AKL10,739913,145586,4.67,19.68,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.258,25.8
202107,CHFL,70 - 79,39542,altersklasse_covid19,age_group_AKL10,739913,185128,5.34,25.02,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.302,30.2
202108,CHFL,70 - 79,41471,altersklasse_covid19,age_group_AKL10,739913,226599,5.6,30.63,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.299,29.9
202109,CHFL,70 - 79,45337,altersklasse_covid19,age_group_AKL10,739913,271936,6.13,36.75,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.298,29.799999999999997
202110,CHFL,70 - 79,46637,altersklasse_covid19,age_group_AKL10,739913,318573,6.3,43.06,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.306,30.599999999999998
202111,CHFL,70 - 79,42573,altersklasse_covid19,age_group_AKL10,739913,361146,5.75,48.81,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.281,28.1
202112,CHFL,70 - 79,60004,altersklasse_covid19,age_group_AKL10,739913,421150,8.11,56.92,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.328,32.800000000000004
202113,CHFL,70 - 79,61528,altersklasse_covid19,age_group_AKL10,739913,482678,8.32,65.23,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.351,35.099999999999994
202114,CHFL,70 - 79,75761,altersklasse_covid19,age_group_AKL10,739913,558439,10.24,75.47,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.359,35.9
202115,CHFL,70 - 79,100615,altersklasse_covid19,age_group_AKL10,739913,659054,13.6,89.07,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.34,34
202116,CHFL,70 - 79,102763,altersklasse_covid19,age_group_AKL10,739913,761817,13.89,102.96,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.279,27.900000000000002
202117,CHFL,70 - 79,82161,altersklasse_covid19,age_group_AKL10,739913,843978,11.1,114.06,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.212,21.2
202118,CHFL,70 - 79,71800,altersklasse_covid19,age_group_AKL10,739913,915778,9.7,123.77,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.159,15.9
202119,CHFL,70 - 79,77196,altersklasse_covid19,age_group_AKL10,739913,992974,10.43,134.2,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.165,16.5
202120,CHFL,70 - 79,83077,altersklasse_covid19,age_group_AKL10,739913,1076051,11.23,145.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.145,14.499999999999998
202121,CHFL,70 - 79,53216,altersklasse_covid19,age_group_AKL10,739913,1129267,7.19,152.62,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.096,9.6
202122,CHFL,70 - 79,31031,altersklasse_covid19,age_group_AKL10,739913,1160298,4.19,156.82,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.049,4.9
202123,CHFL,70 - 79,19948,altersklasse_covid19,age_group_AKL10,739913,1180246,2.7,159.51,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.031,3.1
202124,CHFL,70 - 79,16897,altersklasse_covid19,age_group_AKL10,739913,1197143,2.28,161.8,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.028,2.8000000000000003
202125,CHFL,70 - 79,11759,altersklasse_covid19,age_group_AKL10,739913,1208902,1.59,163.38,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.023,2.3
202126,CHFL,70 - 79,9487,altersklasse_covid19,age_group_AKL10,739913,1218389,1.28,164.67,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.021,2.1
202127,CHFL,70 - 79,8226,altersklasse_covid19,age_group_AKL10,739913,1226615,1.11,165.78,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.02,2
202128,CHFL,70 - 79,7534,altersklasse_covid19,age_group_AKL10,739913,1234149,1.02,166.8,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.021,2.1
202129,CHFL,70 - 79,6819,altersklasse_covid19,age_group_AKL10,739913,1240968,0.92,167.72,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.023,2.3
202130,CHFL,70 - 79,5428,altersklasse_covid19,age_group_AKL10,739913,1246396,0.73,168.45,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.029,2.9000000000000004
202131,CHFL,70 - 79,4196,altersklasse_covid19,age_group_AKL10,739913,1250592,0.57,169.02,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.031,3.1
202132,CHFL,70 - 79,4343,altersklasse_covid19,age_group_AKL10,739913,1254935,0.59,169.61,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.032,3.2
202133,CHFL,70 - 79,4805,altersklasse_covid19,age_group_AKL10,739913,1259740,0.65,170.26,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.033,3.3000000000000003
202134,CHFL,70 - 79,5344,altersklasse_covid19,age_group_AKL10,739913,1265084,0.72,170.98,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.033,3.3000000000000003
202135,CHFL,70 - 79,5202,altersklasse_covid19,age_group_AKL10,739913,1270286,0.7,171.68,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.033,3.3000000000000003
202136,CHFL,70 - 79,6099,altersklasse_covid19,age_group_AKL10,739913,1276385,0.82,172.5,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.032,3.2
202137,CHFL,70 - 79,6917,altersklasse_covid19,age_group_AKL10,739913,1283302,0.93,173.44,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.031,3.1
202138,CHFL,70 - 79,6369,altersklasse_covid19,age_group_AKL10,739913,1289671,0.86,174.3,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.033,3.3000000000000003
202139,CHFL,70 - 79,5753,altersklasse_covid19,age_group_AKL10,739913,1295424,0.78,175.08,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.035,3.5000000000000004
202140,CHFL,70 - 79,5761,altersklasse_covid19,age_group_AKL10,739913,1301185,0.78,175.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.035,3.5000000000000004
202141,CHFL,70 - 79,5887,altersklasse_covid19,age_group_AKL10,739913,1307072,0.8,176.65,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.035,3.5000000000000004
202142,CHFL,70 - 79,5024,altersklasse_covid19,age_group_AKL10,739913,1312096,0.68,177.33,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.035,3.5000000000000004
202143,CHFL,70 - 79,4232,altersklasse_covid19,age_group_AKL10,739913,1316328,0.57,177.9,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.042,4.2
202144,CHFL,70 - 79,4086,altersklasse_covid19,age_group_AKL10,739913,1320414,0.55,178.46,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.054,5.4
202145,CHFL,70 - 79,24667,altersklasse_covid19,age_group_AKL10,739913,1345081,3.33,181.79,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.197,19.7
202146,CHFL,70 - 79,80860,altersklasse_covid19,age_group_AKL10,739913,1425941,10.93,192.72,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.346,34.599999999999994
202147,CHFL,70 - 79,94113,altersklasse_covid19,age_group_AKL10,739913,1520054,12.72,205.44,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.338,33.800000000000004
202052,CHFL,80+,436,altersklasse_covid19,age_group_AKL10,459898,436,0.09,0.09,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.386,38.6
202053,CHFL,80+,1733,altersklasse_covid19,age_group_AKL10,459898,2169,0.38,0.47,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.329,32.9
202101,CHFL,80+,14571,altersklasse_covid19,age_group_AKL10,459898,16740,3.17,3.64,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.427,42.699999999999996
202102,CHFL,80+,23321,altersklasse_covid19,age_group_AKL10,459898,40061,5.07,8.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.421,42.1
202103,CHFL,80+,40489,altersklasse_covid19,age_group_AKL10,459898,80550,8.8,17.51,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.402,40.2
202104,CHFL,80+,47242,altersklasse_covid19,age_group_AKL10,459898,127792,10.27,27.79,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.422,42.199999999999996
202105,CHFL,80+,39904,altersklasse_covid19,age_group_AKL10,459898,167696,8.68,36.46,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.399,39.900000000000006
202106,CHFL,80+,50713,altersklasse_covid19,age_group_AKL10,459898,218409,11.03,47.49,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.378,37.8
202107,CHFL,80+,49441,altersklasse_covid19,age_group_AKL10,459898,267850,10.75,58.24,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.377,37.7
202108,CHFL,80+,53324,altersklasse_covid19,age_group_AKL10,459898,321174,11.59,69.84,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.385,38.5
202109,CHFL,80+,53065,altersklasse_covid19,age_group_AKL10,459898,374239,11.54,81.37,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.349,34.9
202110,CHFL,80+,50458,altersklasse_covid19,age_group_AKL10,459898,424697,10.97,92.35,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.332,33.2
202111,CHFL,80+,41191,altersklasse_covid19,age_group_AKL10,459898,465888,8.96,101.3,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.272,27.200000000000003
202112,CHFL,80+,43167,altersklasse_covid19,age_group_AKL10,459898,509055,9.39,110.69,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.236,23.599999999999998
202113,CHFL,80+,38577,altersklasse_covid19,age_group_AKL10,459898,547632,8.39,119.08,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.22,22
