date,geoRegion,entries,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2020-12-21,AA,0,NA,0,NA,NA,NA,NA,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2020-12-22,AA,0,NA,0,NA,NA,NA,NA,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2020-12-23,AA,0,NA,0,NA,NA,NA,NA,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2020-12-24,AA,0,NA,0,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2020-12-25,AA,0,NA,0,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2020-12-26,AA,0,NA,0,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2020-12-27,AA,0,NA,0,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2020-12-28,AA,0,NA,0,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2020-12-29,AA,0,NA,0,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2020-12-30,AA,0,NA,0,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2020-12-31,AA,0,NA,0,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-01,AA,0,NA,0,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-02,AA,0,NA,0,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-03,AA,0,NA,0,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-04,AA,0,NA,0,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-05,AA,0,NA,0,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-06,AA,0,NA,0,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-07,AA,0,NA,0,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-08,AA,0,NA,0,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-09,AA,0,NA,0,NA,NA,NA,3,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-10,AA,0,NA,0,NA,NA,NA,3,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-11,AA,0,NA,0,NA,NA,NA,3,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-12,AA,21,NA,21,NA,NA,NA,3,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-13,AA,0,NA,21,NA,NA,NA,3,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-14,AA,0,NA,21,NA,NA,NA,3,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-15,AA,0,NA,21,NA,NA,NA,3,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-16,AA,0,NA,21,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-17,AA,0,NA,21,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-18,AA,0,NA,21,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-19,AA,0,NA,21,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-20,AA,0,NA,21,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-21,AA,0,NA,21,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-22,AA,0,NA,21,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-23,AA,0,NA,21,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-24,AA,0,NA,21,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-25,AA,0,NA,21,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-26,AA,0,NA,21,NA,NA,NA,0.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-27,AA,0,NA,21,NA,NA,NA,0.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-28,AA,0,NA,21,NA,NA,NA,0.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-29,AA,1,NA,22,NA,NA,NA,0.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-30,AA,0,NA,22,NA,NA,NA,0.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-31,AA,0,NA,22,NA,NA,NA,0.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-01,AA,0,NA,22,NA,NA,NA,0.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-02,AA,0,NA,22,NA,NA,NA,3.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-03,AA,0,NA,22,NA,NA,NA,3.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-04,AA,0,NA,22,NA,NA,NA,3.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-05,AA,22,NA,44,NA,NA,NA,3.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-06,AA,0,NA,44,NA,NA,NA,3.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-07,AA,0,NA,44,NA,NA,NA,3.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-08,AA,0,NA,44,NA,NA,NA,3.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-09,AA,0,NA,44,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-10,AA,0,NA,44,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-11,AA,0,NA,44,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-12,AA,0,NA,44,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-13,AA,0,NA,44,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-14,AA,0,NA,44,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-15,AA,0,NA,44,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-16,AA,0,NA,44,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-17,AA,0,NA,44,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-18,AA,0,NA,44,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-19,AA,0,NA,44,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-20,AA,0,NA,44,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-21,AA,0,NA,44,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-22,AA,0,NA,44,NA,NA,NA,4.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-23,AA,0,NA,44,NA,NA,NA,8.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-24,AA,0,NA,44,NA,NA,NA,8.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-25,AA,32,NA,76,NA,NA,NA,8.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-26,AA,25,NA,101,NA,NA,NA,8.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-27,AA,0,NA,101,NA,NA,NA,8.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-28,AA,0,NA,101,NA,NA,NA,9,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-01,AA,0,NA,101,NA,NA,NA,5.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-02,AA,0,NA,101,NA,NA,NA,1.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-03,AA,6,NA,107,NA,NA,NA,1.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-04,AA,5,NA,112,NA,NA,NA,1.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-05,AA,1,NA,113,NA,NA,NA,1.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-06,AA,0,NA,113,NA,NA,NA,2.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-07,AA,0,NA,113,NA,NA,NA,2.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-08,AA,0,NA,113,NA,NA,NA,1.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-09,AA,8,NA,121,NA,NA,NA,1.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-10,AA,1,NA,122,NA,NA,NA,1.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-11,AA,0,NA,122,NA,NA,NA,1.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-12,AA,0,NA,122,NA,NA,NA,1.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-13,AA,0,NA,122,NA,NA,NA,0.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-14,AA,0,NA,122,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-15,AA,0,NA,122,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-16,AA,0,NA,122,NA,NA,NA,0.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-17,AA,0,NA,122,NA,NA,NA,0.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-18,AA,0,NA,122,NA,NA,NA,0.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-19,AA,3,NA,125,NA,NA,NA,0.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-20,AA,0,NA,125,NA,NA,NA,0.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-21,AA,0,NA,125,NA,NA,NA,0.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-22,AA,0,NA,125,NA,NA,NA,4,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-23,AA,0,NA,125,NA,NA,NA,5.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-24,AA,0,NA,125,NA,NA,NA,5.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-25,AA,25,NA,150,NA,NA,NA,5.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-26,AA,12,NA,162,NA,NA,NA,6,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-27,AA,0,NA,162,NA,NA,NA,6.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-28,AA,0,NA,162,NA,NA,NA,7,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-29,AA,5,NA,167,NA,NA,NA,5,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-30,AA,3,NA,170,NA,NA,NA,3.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-31,AA,4,NA,174,NA,NA,NA,3.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-01,AA,11,NA,185,NA,NA,NA,3.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-02,AA,0,NA,185,NA,NA,NA,2.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-03,AA,0,NA,185,NA,NA,NA,3.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-04,AA,0,NA,185,NA,NA,NA,2.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-05,AA,0,NA,185,NA,NA,NA,1,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-06,AA,7,NA,192,NA,NA,NA,1,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-07,AA,0,NA,192,NA,NA,NA,1,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-08,AA,0,NA,192,NA,NA,NA,1,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-09,AA,0,NA,192,NA,NA,NA,2.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-10,AA,0,NA,192,NA,NA,NA,1.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-11,AA,0,NA,192,NA,NA,NA,1.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-12,AA,11,NA,203,NA,NA,NA,1.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-13,AA,0,NA,203,NA,NA,NA,1.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-14,AA,0,NA,203,NA,NA,NA,1.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-15,AA,0,NA,203,NA,NA,NA,1.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-16,AA,0,NA,203,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-17,AA,0,NA,203,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-18,AA,0,NA,203,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-19,AA,0,NA,203,NA,NA,NA,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-20,AA,0,NA,203,NA,NA,NA,0.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-21,AA,0,NA,203,NA,NA,NA,0.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-22,AA,0,NA,203,NA,NA,NA,0.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-23,AA,3,NA,206,NA,NA,NA,0.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-24,AA,1,NA,207,NA,NA,NA,0.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-25,AA,0,NA,207,NA,NA,NA,0.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-26,AA,0,NA,207,NA,NA,NA,0.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-27,AA,0,NA,207,NA,NA,NA,0.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-28,AA,0,NA,207,NA,NA,NA,0.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-29,AA,0,NA,207,NA,NA,NA,0.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-30,AA,0,NA,207,NA,NA,NA,0.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-05-01,AA,1,NA,208,NA,NA,NA,0.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-05-02,AA,0,NA,208,NA,NA,NA,0.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-05-03,AA,0,NA,208,NA,NA,NA,0.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-05-04,AA,0,NA,208,NA,NA,NA,8.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-05-05,AA,0,NA,208,NA,NA,NA,8.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-05-06,AA,1,NA,209,NA,NA,NA,8.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-05-07,AA,56,NA,265,NA,NA,NA,11.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-05-08,AA,0,NA,265,NA,NA,NA,16.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-05-09,AA,0,NA,265,NA,NA,NA,25.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-05-10,AA,23,NA,288,NA,NA,NA,25.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-05-11,AA,36,NA,324,NA,NA,NA,17.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-05-12,AA,61,NA,385,NA,NA,NA,17.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-05-13,AA,0,NA,385,NA,NA,NA,17.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-05-14,AA,0,NA,385,NA,NA,NA,13.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-05-15,AA,0,NA,385,NA,NA,NA,10,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-05-16,AA,0,NA,385,NA,NA,NA,6.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-05-17,AA,0,NA,385,NA,NA,NA,14.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-05-18,AA,9,NA,394,NA,NA,NA,16.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-05-19,AA,35,NA,429,NA,NA,NA,16.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-05-20,AA,60,NA,489,NA,NA,NA,16.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-05-21,AA,11,NA,500,NA,NA,NA,16.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-05-22,AA,1,NA,501,NA,NA,NA,18.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-05-23,AA,0,NA,501,NA,NA,NA,18.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-05-24,AA,0,NA,501,NA,NA,NA,12,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-05-25,AA,22,NA,523,NA,NA,NA,10.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-05-26,AA,36,NA,559,NA,NA,NA,10.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-05-27,AA,14,NA,573,NA,NA,NA,10.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-05-28,AA,0,NA,573,NA,NA,NA,12,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-05-29,AA,0,NA,573,NA,NA,NA,12.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-05-30,AA,0,NA,573,NA,NA,NA,13.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-05-31,AA,12,NA,585,NA,NA,NA,13.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-06-01,AA,24,NA,609,NA,NA,NA,21.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-06-02,AA,44,NA,653,NA,NA,NA,21.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-06-03,AA,12,NA,665,NA,NA,NA,21.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-06-04,AA,57,NA,722,NA,NA,NA,22.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-06-05,AA,0,NA,722,NA,NA,NA,23.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-06-06,AA,0,NA,722,NA,NA,NA,19,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-06-07,AA,22,NA,744,NA,NA,NA,19,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-06-08,AA,30,NA,774,NA,NA,NA,18.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-06-09,AA,12,NA,786,NA,NA,NA,18.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-06-10,AA,12,NA,798,NA,NA,NA,18.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-06-11,AA,55,NA,853,NA,NA,NA,24.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-06-12,AA,0,NA,853,NA,NA,NA,33.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-06-13,AA,0,NA,853,NA,NA,NA,39,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-06-14,AA,60,NA,913,NA,NA,NA,38.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-06-15,AA,98,NA,1011,NA,NA,NA,33.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-06-16,AA,48,NA,1059,NA,NA,NA,33.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-06-17,AA,10,NA,1069,NA,NA,NA,33.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-06-18,AA,19,NA,1088,NA,NA,NA,31.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-06-19,AA,0,NA,1088,NA,NA,NA,21.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-06-20,AA,1,NA,1089,NA,NA,NA,21.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-06-21,AA,46,NA,1135,NA,NA,NA,25.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-06-22,AA,29,NA,1164,NA,NA,NA,61.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-06-23,AA,48,NA,1212,NA,NA,NA,61.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-06-24,AA,34,NA,1246,NA,NA,NA,61.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-06-25,AA,271,NA,1517,NA,NA,NA,56.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-06-26,AA,1,NA,1518,NA,NA,NA,57.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-06-27,AA,1,NA,1519,NA,NA,NA,52,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-06-28,AA,11,NA,1530,NA,NA,NA,49,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-06-29,AA,34,NA,1564,NA,NA,NA,16.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-06-30,AA,12,NA,1576,NA,NA,NA,16.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-07-01,AA,13,NA,1589,NA,NA,NA,16,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-07-02,AA,42,NA,1631,NA,NA,NA,19.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-07-03,AA,0,NA,1631,NA,NA,NA,21.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-07-04,AA,0,NA,1631,NA,NA,NA,19.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-07-05,AA,33,NA,1664,NA,NA,NA,17.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-07-06,AA,49,NA,1713,NA,NA,NA,11.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-07-07,AA,1,NA,1714,NA,NA,NA,11.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-07-08,AA,0,NA,1714,NA,NA,NA,181.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-07-09,AA,0,NA,1714,NA,NA,NA,296.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-07-10,AA,0,NA,1714,NA,NA,NA,427.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-07-11,AA,1188,NA,2902,NA,NA,NA,518.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-07-12,AA,837,NA,3739,NA,NA,NA,636.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-07-13,AA,968,NA,4707,NA,NA,NA,707,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-07-14,AA,636,NA,5343,NA,NA,NA,707,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-07-15,AA,825,NA,6168,NA,NA,NA,537.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-07-16,AA,495,NA,6663,NA,NA,NA,418.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-07-17,AA,0,NA,6663,NA,NA,NA,281.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-07-18,AA,1,NA,6664,NA,NA,NA,192.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-07-19,AA,3,NA,6667,NA,NA,NA,74.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-07-20,AA,13,NA,6680,NA,NA,NA,38,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-07-21,AA,10,NA,6690,NA,NA,NA,38,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-07-22,AA,2,NA,6692,NA,NA,NA,37.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-07-23,AA,237,NA,6929,NA,NA,NA,39.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-07-24,AA,0,NA,6929,NA,NA,NA,37.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-07-25,AA,0,NA,6929,NA,NA,NA,36,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-07-26,AA,13,NA,6942,NA,NA,NA,50.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-07-27,AA,0,NA,6942,NA,NA,NA,21.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-07-28,AA,0,NA,6942,NA,NA,NA,21.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-07-29,AA,105,NA,7047,NA,NA,NA,21.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-07-30,AA,33,NA,7080,NA,NA,NA,19.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-07-31,AA,0,NA,7080,NA,NA,NA,19.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-08-01,AA,0,NA,7080,NA,NA,NA,19.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-08-02,AA,0,NA,7080,NA,NA,NA,8.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-08-03,AA,0,NA,7080,NA,NA,NA,3.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
