sex,nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_phase5,timeframe_28d,timeframe_14d
male,all,CH,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302599,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,4367701,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302599,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,4367701,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202011,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302599,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-11,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202011,NA,NA,NA,NA,NA,NA,NA,NA,NA,4367701,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-11,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-11,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302599,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-12,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,4367701,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-12,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-12,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302599,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,4367701,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302599,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,4367701,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302599,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,4367701,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302599,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-16,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,4367701,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-16,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-16,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202017,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302599,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-17,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202017,NA,NA,NA,NA,NA,NA,NA,NA,NA,4367701,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-17,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-17,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202018,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302599,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-18,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202018,NA,NA,NA,NA,NA,NA,NA,NA,NA,4367701,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-18,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-18,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202019,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302599,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-19,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202019,NA,NA,NA,NA,NA,NA,NA,NA,NA,4367701,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-19,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-19,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202020,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302599,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-20,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202020,NA,NA,NA,NA,NA,NA,NA,NA,NA,4367701,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-20,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-20,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302599,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,4367701,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202022,12856,104,12752,12856,0.8,NA,0.8,0.488,48.8,4302599,298.8,298.8,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-22,12856,298.8,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202022,13478,101,13377,13478,0.7,NA,0.7,0.512,51.2,4367701,308.58,308.58,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-22,13478,308.58,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202022,7,0,7,7,0,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-22,7,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202023,12324,82,12242,25180,0.7,-0.10000000000000009,0.7,0.48,48,4302599,286.43,585.23,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-23,-532,-12.37,-4.1,-0.7999999999999972,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202023,13288,72,13216,26766,0.5,-0.19999999999999996,0.6,0.518,51.800000000000004,4367701,304.23,612.82,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-23,-190,-4.35,-1.4,0.6000000000000014,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202023,40,0,40,47,0,0,0,0.002,0.2,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-23,33,NA,471.4,0.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202024,16713,118,16595,41893,0.7,0,0.7,0.468,46.800000000000004,4302599,388.44,973.67,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-24,4389,102.01,35.6,-1.1999999999999957,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202024,18844,103,18741,45610,0.5,0,0.6,0.528,52.800000000000004,4367701,431.44,1044.26,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-24,5556,127.21,41.8,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202024,161,0,161,208,0,0,0,0.005,0.5,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-24,121,NA,302.5,0.3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202025,21705,100,21605,63598,0.5,-0.19999999999999996,0.6,0.45,45,4302599,504.46,1478.13,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-25,4992,116.02,29.9,-1.8000000000000043,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202025,26273,103,26170,71883,0.4,-0.09999999999999998,0.5,0.544,54.400000000000006,4367701,601.53,1645.79,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-25,7429,170.09,39.4,1.6000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202025,279,0,279,487,0,0,0,0.006,0.6,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-25,118,NA,73.3,0.09999999999999998,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202026,28003,220,27783,91601,0.8,0.30000000000000004,0.7,0.489,48.9,4302599,650.84,2128.97,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-26,6298,146.38,29,3.8999999999999986,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202026,29278,173,29105,101161,0.6,0.19999999999999996,0.5,0.511,51.1,4367701,670.33,2316.12,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-26,3005,68.8,11.4,-3.3000000000000043,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202026,33,0,33,520,0,0,0,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-26,-246,NA,-88.2,-0.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202027,37573,409,37164,129174,1.1,0.30000000000000004,0.8,0.538,53.800000000000004,4302599,873.26,3002.23,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-27,9570,222.42,34.2,4.900000000000006,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202027,32307,342,31965,133468,1.1,0.5000000000000001,0.7,0.462,46.2,4367701,739.68,3055.8,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-27,3029,69.35,10.3,-4.899999999999999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202027,15,0,15,535,0,0,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-27,-18,NA,-54.5,-0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202028,23600,449,23151,152774,1.9,0.7999999999999998,1,0.477,47.699999999999996,4302599,548.51,3550.74,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-28,-13973,-324.75,-37.2,-6.1000000000000085,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202028,25825,316,25509,159293,1.2,0.09999999999999987,0.8,0.522,52.2,4367701,591.27,3647.07,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-28,-6482,-148.41,-20.1,6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202028,9,1,8,544,11.1,11.1,0.2,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-28,-6,NA,-40,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202029,20718,458,20260,173492,2.2,0.30000000000000027,1.1,0.487,48.699999999999996,4302599,481.52,4032.26,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-29,-2882,-66.99,-12.2,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202029,21845,383,21462,181138,1.8,0.6000000000000001,0.9,0.513,51.300000000000004,4367701,500.15,4147.22,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-29,-3980,-91.12,-15.4,-0.8999999999999986,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202029,6,0,6,550,0,-11.1,0.2,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-29,-3,NA,-33.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202030,17287,466,16821,190779,2.7,0.5,1.3,0.487,48.699999999999996,4302599,401.78,4434.04,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-30,-3431,-79.74,-16.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202030,18239,455,17784,199377,2.5,0.7,1,0.513,51.300000000000004,4367701,417.59,4564.8,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-30,-3606,-82.56,-16.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202030,3,0,3,553,0,0,0.2,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-30,-3,NA,-50,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202031,19119,711,18408,209898,3.7,1,1.5,0.512,51.2,4302599,444.36,4878.4,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,1832,42.58,10.6,2.500000000000007,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202031,18233,600,17633,217610,3.3,0.7999999999999998,1.2,0.488,48.8,4367701,417.45,4982.25,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,-6,-0.14,-0,-2.500000000000007,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202031,6,0,6,559,0,0,0.2,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,3,NA,100,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202032,19488,652,18836,229386,3.3,-0.40000000000000036,1.6,0.504,50.4,4302599,452.94,5331.34,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,369,8.58,1.9,-0.8000000000000043,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202032,19199,615,18584,236809,3.2,-0.09999999999999964,1.4,0.496,49.6,4367701,439.57,5421.82,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,966,22.12,5.3,0.8000000000000043,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202032,2,0,2,561,0,0,0.2,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,-4,NA,-66.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202033,21217,882,20335,250603,4.2,0.9000000000000004,1.9,0.509,50.9,4302599,493.12,5824.46,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-33,1729,40.18,8.9,0.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202033,20462,809,19653,257271,4,0.7999999999999998,1.6,0.491,49.1,4367701,468.48,5890.31,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-33,1263,28.91,6.6,-0.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202033,10,1,9,571,10,10,0.4,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-33,8,NA,400,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202034,28882,1134,27748,279485,3.9,-0.30000000000000027,2.1,0.502,50.2,4302599,671.27,6495.73,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-34,7665,178.15,36.1,-0.6999999999999957,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202034,28582,949,27633,285853,3.3,-0.7000000000000002,1.8,0.497,49.7,4367701,654.39,6544.7,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-34,8120,185.91,39.7,0.6000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202034,30,0,30,601,0,-10,0.3,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-34,20,NA,200,0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202035,35035,1194,33841,314520,3.4,-0.5,2.2,0.477,47.699999999999996,4302599,814.28,7310,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-35,6153,143.01,21.3,-2.500000000000007,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202035,38325,1097,37228,324178,2.9,-0.3999999999999999,1.9,0.522,52.2,4367701,877.46,7422.17,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-35,9743,223.07,34.1,2.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202035,22,2,20,623,9.1,9.1,0.6,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-35,-8,NA,-26.7,-0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202036,41389,1404,39985,355909,3.4,0,2.4,0.475,47.5,4302599,961.95,8271.95,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-36,6354,147.67,18.1,-0.19999999999999574,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202036,45723,1297,44426,369901,2.8,-0.10000000000000009,2,0.525,52.5,4367701,1046.84,8469.01,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-36,7398,169.38,19.3,0.29999999999999716,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202036,20,0,20,643,0,-9.1,0.6,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-36,-2,NA,-9.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202037,42444,1605,40839,398353,3.8,0.3999999999999999,2.5,0.469,46.9,4302599,986.47,9258.43,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-37,1055,24.52,2.5,-0.6000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202037,48046,1630,46416,417947,3.4,0.6000000000000001,2.2,0.531,53.1,4367701,1100.03,9569.04,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-37,2323,53.19,5.1,0.6000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202037,34,1,33,677,2.9,2.9,0.7,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-37,14,NA,70,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202038,40888,1658,39230,439241,4.1,0.2999999999999998,2.7,0.483,48.3,4302599,950.31,10208.74,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-38,-1556,-36.16,-3.7,1.3999999999999986,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202038,43703,1546,42157,461650,3.5,0.10000000000000009,2.3,0.517,51.7,4367701,1000.6,10569.63,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-38,-4343,-99.43,-9,-1.3999999999999986,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202038,13,0,13,690,0,-2.9,0.7,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-38,-21,NA,-61.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202039,33146,1251,31895,472387,3.8,-0.2999999999999998,2.7,0.487,48.699999999999996,4302599,770.37,10979.11,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-39,-7742,-179.94,-18.9,0.3999999999999986,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202039,34832,1255,33577,496482,3.6,0.10000000000000009,2.4,0.512,51.2,4367701,797.49,11367.12,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-39,-8871,-203.11,-20.3,-0.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202039,21,1,20,711,4.8,4.8,0.8,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-39,8,NA,61.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202040,33686,1941,31745,506073,5.8,2,2.9,0.497,49.7,4302599,782.92,11762.03,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-40,540,12.55,1.6,1.000000000000007,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202040,34063,1677,32386,530545,4.9,1.3000000000000003,2.5,0.503,50.3,4367701,779.88,12147.01,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-40,-769,-17.61,-2.2,-0.9000000000000057,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202040,14,1,13,725,7.1,2.3,1,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-40,-7,NA,-33.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202041,44741,4653,40088,550814,10.4,4.6000000000000005,3.5,0.501,50.1,4302599,1039.86,12801.89,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-41,11055,256.94,32.8,0.3999999999999986,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202041,44585,4285,40300,575130,9.6,4.699999999999999,3.1,0.499,49.9,4367701,1020.79,13167.8,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-41,10522,240.91,30.9,-0.3999999999999986,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202041,26,1,25,751,3.8,-3.3,1.1,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-41,12,NA,85.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
