sex,nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_phase5,timeframe_28d,timeframe_14d
female,all,SO,202031,407,8,399,5472,2,0.3999999999999999,1.1,0.482,48.199999999999996,138836,293.15,3941.34,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,-33,-23.77,-7.5,0.6999999999999957,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,SZ,202031,241,8,233,3243,3.3,2.5,1.4,0.425,42.5,79048,304.88,4102.57,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,-7,-8.85,-2.8,-3.8000000000000043,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,TG,202031,409,9,400,5078,2.2,-0.5999999999999996,1,0.514,51.4,140382,291.35,3617.27,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,-50,-35.61,-10.9,1.1999999999999957,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,TI,202031,624,12,612,6620,1.9,1.2,1.2,0.498,49.8,180156,346.37,3674.59,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,-222,-123.22,-26.2,-4.800000000000004,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,UR,202031,30,1,29,499,3.3,-4.4,2.2,0.312,31.2,18051,166.2,2764.39,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,-9,-49.85,-23.1,-11.7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,VD,202031,2178,94,2084,29425,4.3,2.4,1.2,0.479,47.9,414545,525.4,7098.14,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,91,21.96,4.4,-4.600000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,VS,202031,578,16,562,6639,2.8,0.7999999999999998,1.9,0.469,46.9,175548,329.25,3781.87,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,-35,-19.94,-5.7,-8.70000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,ZG,202031,224,7,217,3010,3.1,1,1.6,0.371,37.1,63567,352.38,4735.16,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,-115,-180.92,-33.9,-3.999999999999993,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,ZH,202031,3726,90,3636,49422,2.4,0.5,1,0.495,49.5,779124,478.23,6343.28,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,-328,-42.1,-8.1,-2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,AG,202031,0,0,NA,9,NA,NA,11.1,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,-1,NA,-100,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,AI,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,AR,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,BE,202031,1,0,1,7,0,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,1,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,BL,202031,0,0,NA,3,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,BS,202031,1,0,1,6,0,NA,0,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,1,NA,NA,0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,FL,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,FR,202031,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,GE,202031,0,0,NA,3,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,GL,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,GR,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,JU,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,LU,202031,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,NE,202031,0,0,NA,9,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,NW,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,OW,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SG,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SH,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SO,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SZ,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,TG,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,TI,202031,0,0,NA,1,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,UR,202031,2,0,2,2,0,NA,0,0.021,2.1,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,2,NA,NA,2.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,VD,202031,0,0,NA,487,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,-1,NA,-100,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,VS,202031,1,0,1,3,0,NA,0,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,1,NA,NA,0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,ZG,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,ZH,202031,1,0,1,25,0,0,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-31,0,NA,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,AG,202032,1276,48,1228,15933,3.8,-0.6000000000000005,1.9,0.51,51,348814,365.81,4567.76,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,130,37.27,11.3,-1.8000000000000043,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,AI,202032,17,0,17,292,0,-3.8,0.3,0.486,48.6,8361,203.32,3492.41,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,-9,-107.65,-34.6,-14.799999999999997,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,AR,202032,92,1,91,1084,1.1,1.1,0.6,0.529,52.900000000000006,27883,329.95,3887.67,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,20,71.73,27.8,5.800000000000011,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,BE,202032,1995,44,1951,22416,2.2,0,0.9,0.497,49.7,512300,389.42,4375.56,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,182,35.53,10,-0.5999999999999943,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,BL,202032,661,9,652,7734,1.4,-0.6000000000000001,0.9,0.541,54.1,142767,462.99,5417.22,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,152,106.47,29.9,2.1000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,BS,202032,532,17,515,5954,3.2,-0.3999999999999999,1.2,0.477,47.699999999999996,95621,556.36,6226.67,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,-26,-27.19,-4.7,0.9999999999999929,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,FL,202032,86,0,86,893,0,-3,0.3,0.453,45.300000000000004,19368,444.03,4610.7,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,19,98.1,28.4,26.000000000000004,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,FR,202032,508,14,494,7770,2.8,-0.30000000000000027,1.7,0.511,51.1,162985,311.69,4767.31,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,-104,-63.8,-17,-0.29999999999999716,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,GE,202032,2228,147,2081,18758,6.6,-0.8000000000000007,3.3,0.477,47.699999999999996,245320,908.2,7646.34,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,-460,-187.51,-17.1,-2.000000000000007,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,GL,202032,37,2,35,699,5.4,1.4000000000000004,1.3,0.402,40.2,20625,179.39,3389.09,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,-13,-63.03,-26,-17.29999999999999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,GR,202032,418,4,414,4358,1,-2.9,1.7,0.522,52.2,100289,416.8,4345.44,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,5,4.99,1.2,1.4000000000000057,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,JU,202032,148,0,148,1984,0,-0.6,1.4,0.519,51.9,36474,405.77,5439.49,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,-12,-32.9,-7.5,-0.6000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,LU,202032,760,23,737,8436,3,-0.20000000000000018,1.4,0.526,52.6,207582,366.12,4063.94,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,63,30.35,9,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,NE,202032,325,6,319,4709,1.8,-0.40000000000000013,0.8,0.545,54.50000000000001,86184,377.1,5463.89,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,101,117.19,45.1,5.900000000000006,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,NW,202032,77,2,75,870,2.6,1.4000000000000001,0.6,0.535,53.5,22298,345.32,3901.7,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,-4,-17.94,-4.9,-8.799999999999997,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,OW,202032,58,2,56,734,3.4,0.10000000000000009,1.2,0.547,54.7,19268,301.02,3809.42,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,-3,-15.57,-4.9,-2.29999999999999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,SG,202032,981,35,946,11013,3.6,0.30000000000000027,1.5,0.527,52.7,258108,380.07,4266.82,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,165,63.92,20.2,1.9000000000000057,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,SH,202032,179,9,170,1869,5,-0.7000000000000002,2.4,0.494,49.4,41162,434.87,4540.6,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,20,48.59,12.6,-3.4000000000000057,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,SO,202032,474,15,459,6085,3.2,0.7000000000000002,1.3,0.504,50.4,138626,341.93,4389.51,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,37,26.69,8.5,-1.4000000000000057,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,SZ,202032,356,10,346,3886,2.8,-2.1000000000000005,2.1,0.554,55.400000000000006,83109,428.35,4675.79,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,30,36.09,9.2,-2.099999999999987,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,TG,202032,568,12,556,5845,2.1,0,1.1,0.533,53.300000000000004,142527,398.52,4100.98,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,182,127.69,47.2,4.700000000000003,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,TI,202032,572,9,563,7149,1.6,-0.2999999999999998,1.4,0.476,47.599999999999994,170830,334.84,4184.86,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,-56,-32.78,-8.9,-2.6000000000000085,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,UR,202032,49,0,49,667,0,-4.7,2.2,0.583,58.3,18768,261.08,3553.92,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,-15,-79.93,-23.4,-8.400000000000006,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,VD,202032,2376,74,2302,29414,3.1,-0.7999999999999998,1.7,0.51,51,400217,593.68,7349.51,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,10,2.5,0.4,-1.1000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,VS,202032,626,23,603,7097,3.7,1.4000000000000004,1.8,0.495,49.5,172955,361.94,4103.38,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,-28,-16.19,-4.3,-3.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,ZG,202032,273,4,269,3622,1.5,-2.7,1.7,0.522,52.2,65227,418.54,5552.92,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,-106,-162.51,-28,-10.699999999999996,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,ZH,202032,3902,142,3760,51008,3.6,0.6000000000000001,1.6,0.494,49.4,774299,503.94,6587.64,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,108,13.95,2.8,-1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,AG,202032,1226,40,1186,15755,3.3,-1.2000000000000002,1.8,0.49,49,345258,355.1,4563.25,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,202,58.51,19.7,1.8000000000000043,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,AI,202032,18,0,18,223,0,0,0,0.514,51.4,7932,226.93,2811.4,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,3,37.82,20,14.799999999999997,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,AR,202032,82,0,82,1007,0,-2.5,0.6,0.471,47.099999999999994,27426,298.99,3671.7,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,1,3.65,1.2,-5.800000000000011,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,BE,202032,2018,28,1990,23969,1.4,-0.40000000000000013,0.8,0.503,50.3,530832,380.16,4515.36,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,231,43.52,12.9,0.6999999999999957,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,BL,202032,560,7,553,7486,1.2,-0.10000000000000009,0.5,0.459,45.9,148202,377.86,5051.21,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,91,61.4,19.4,-2.1000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,BS,202032,583,11,572,6465,1.9,-1.1,1,0.523,52.300000000000004,101114,576.58,6393.77,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,-54,-53.4,-8.5,-1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,FL,202032,104,0,104,2525,0,0,0.1,0.547,54.7,19687,528.27,12825.72,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,-177,-899.07,-63,-26,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,FR,202032,487,16,471,7998,3.3,0.5,1.5,0.489,48.9,162511,299.67,4921.51,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,-91,-56,-15.7,0.29999999999999716,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,GE,202032,2441,148,2293,21043,6.1,-0.3000000000000007,2.7,0.523,52.300000000000004,261023,935.17,8061.74,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,-283,-108.42,-10.4,2.000000000000007,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,GL,202032,55,3,52,602,5.5,2.8,1.7,0.598,59.8,20226,271.93,2976.37,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,18,89,48.6,17.299999999999997,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,GR,202032,382,6,376,3981,1.6,-0.3999999999999999,1.3,0.478,47.8,99807,382.74,3988.7,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,-18,-18.03,-4.5,-1.4000000000000057,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,JU,202032,137,1,136,2050,0.7,0.7,1.7,0.481,48.1,37235,367.93,5505.57,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,-8,-21.49,-5.5,0.6000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,LU,202032,684,24,660,8426,3.5,0.3999999999999999,1.3,0.474,47.4,208765,327.64,4036.12,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,30,14.37,4.6,-1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,NE,202032,271,5,266,5040,1.8,-1.9999999999999998,0.8,0.455,45.5,89710,302.08,5618.1,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,34,37.9,14.3,-5.899999999999999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,NW,202032,67,0,67,686,0,0,0.4,0.465,46.5,21222,315.71,3232.49,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,18,84.82,36.7,8.799999999999997,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,OW,202032,48,1,47,653,2.1,2.1,0.9,0.453,45.300000000000004,18840,254.78,3466.03,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,2,10.62,4.3,2.3000000000000043,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,SG,202032,879,27,852,11115,3.1,1.2000000000000002,1.2,0.473,47.3,256396,342.83,4335.09,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,88,34.32,11.1,-1.9000000000000057,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,SH,202032,183,10,173,1824,5.5,-0.09999999999999964,1.9,0.506,50.6,41945,436.29,4348.55,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,41,97.75,28.9,3.4000000000000057,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,SO,202032,467,15,452,5939,3.2,1.2000000000000002,1.2,0.496,49.6,138836,336.37,4277.71,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,60,43.22,14.7,1.4000000000000057,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,SZ,202032,287,9,278,3530,3.1,-0.19999999999999973,1.6,0.446,44.6,79048,363.07,4465.64,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,46,58.19,19.1,2.1000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,TG,202032,497,13,484,5575,2.6,0.3999999999999999,1.1,0.467,46.7,140382,354.03,3971.31,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,88,62.68,21.5,-4.699999999999996,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,TI,202032,629,6,623,7249,1,-0.8999999999999999,1.2,0.524,52.400000000000006,180156,349.14,4023.73,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,5,2.77,0.8,2.6000000000000085,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,UR,202032,35,0,35,534,0,-3.3,2.1,0.417,41.699999999999996,18051,193.9,2958.28,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,5,27.7,16.7,10.499999999999996,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,VD,202032,2287,79,2208,31712,3.5,-0.7999999999999998,1.3,0.49,49,414545,551.69,7649.83,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,109,26.29,5,1.1000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,VS,202032,638,21,617,7277,3.3,0.5,2,0.505,50.5,175548,363.43,4145.3,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,60,34.18,10.4,3.6000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,ZG,202032,250,6,244,3260,2.4,-0.7000000000000002,1.6,0.478,47.8,63567,393.29,5128.45,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,26,40.91,11.6,10.699999999999996,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,ZH,202032,3988,139,3849,53410,3.5,1.1,1.2,0.505,50.5,779124,511.86,6855.13,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,262,33.63,7,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,AG,202032,1,0,1,10,0,NA,10,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,1,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,AI,202032,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,AR,202032,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,BE,202032,0,0,NA,7,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,-1,NA,-100,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,BL,202032,0,0,NA,3,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,BS,202032,0,0,NA,6,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,-1,NA,-100,-0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,FL,202032,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,FR,202032,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,GE,202032,0,0,NA,3,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2020-32,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
