date,vaccine,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,mean7d,inzmean7d,prct,prctSumTotal,prct_mean7d,geoRegion,type,type_variant,data_completeness,version
05/03/2021,moderna,fully_vaccinated,0,0,150583,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
06/03/2021,moderna,fully_vaccinated,0,0,152503,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
07/03/2021,moderna,fully_vaccinated,0,0,153303,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
08/03/2021,moderna,fully_vaccinated,0,0,160982,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
09/03/2021,moderna,fully_vaccinated,0,0,171145,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
10/03/2021,moderna,fully_vaccinated,0,0,180549,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
11/03/2021,moderna,fully_vaccinated,0,0,190971,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
12/03/2021,moderna,fully_vaccinated,0,0,199644,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
13/03/2021,moderna,fully_vaccinated,0,0,201474,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
14/03/2021,moderna,fully_vaccinated,0,0,201822,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
15/03/2021,moderna,fully_vaccinated,0,0,209163,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
16/03/2021,moderna,fully_vaccinated,0,0,217786,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
17/03/2021,moderna,fully_vaccinated,0,0,226958,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
18/03/2021,moderna,fully_vaccinated,0,0,236209,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
19/03/2021,moderna,fully_vaccinated,0,0,244372,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
20/03/2021,moderna,fully_vaccinated,0,0,246053,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
21/03/2021,moderna,fully_vaccinated,0,0,246166,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
22/03/2021,moderna,fully_vaccinated,0,0,253090,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
23/03/2021,moderna,fully_vaccinated,0,0,260886,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
24/03/2021,moderna,fully_vaccinated,0,0,268159,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
25/03/2021,moderna,fully_vaccinated,0,0,276058,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
26/03/2021,moderna,fully_vaccinated,0,0,282096,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
27/03/2021,moderna,fully_vaccinated,0,0,283331,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
28/03/2021,moderna,fully_vaccinated,0,0,283838,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
29/03/2021,moderna,fully_vaccinated,0,0,289091,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
30/03/2021,moderna,fully_vaccinated,0,0,293945,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
31/03/2021,moderna,fully_vaccinated,0,0,300215,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
01/04/2021,moderna,fully_vaccinated,0,0,308160,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
02/04/2021,moderna,fully_vaccinated,0,0,309811,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
03/04/2021,moderna,fully_vaccinated,0,0,310938,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
04/04/2021,moderna,fully_vaccinated,0,0,310951,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
05/04/2021,moderna,fully_vaccinated,0,0,311255,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
06/04/2021,moderna,fully_vaccinated,0,0,318262,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
07/04/2021,moderna,fully_vaccinated,0,0,324807,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
08/04/2021,moderna,fully_vaccinated,0,0,332498,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
09/04/2021,moderna,fully_vaccinated,0,0,339447,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
10/04/2021,moderna,fully_vaccinated,0,0,341810,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
11/04/2021,moderna,fully_vaccinated,0,0,342007,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
12/04/2021,moderna,fully_vaccinated,0,0,346096,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
13/04/2021,moderna,fully_vaccinated,0,0,351484,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
14/04/2021,moderna,fully_vaccinated,0,0,356769,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
15/04/2021,moderna,fully_vaccinated,0,0,362836,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
16/04/2021,moderna,fully_vaccinated,0,0,368607,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
17/04/2021,moderna,fully_vaccinated,0,0,370632,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
18/04/2021,moderna,fully_vaccinated,0,0,370656,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
19/04/2021,moderna,fully_vaccinated,0,0,375456,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
20/04/2021,moderna,fully_vaccinated,0,0,384565,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
21/04/2021,moderna,fully_vaccinated,0,0,395479,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
22/04/2021,moderna,fully_vaccinated,0,0,410933,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
23/04/2021,moderna,fully_vaccinated,0,0,423420,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
24/04/2021,moderna,fully_vaccinated,0,0,428084,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
25/04/2021,moderna,fully_vaccinated,0,0,428741,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
26/04/2021,moderna,fully_vaccinated,0,0,442476,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
27/04/2021,moderna,fully_vaccinated,0,0,460440,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
28/04/2021,moderna,fully_vaccinated,0,0,475365,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
29/04/2021,moderna,fully_vaccinated,0,0,490639,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
30/04/2021,moderna,fully_vaccinated,0,0,498940,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
01/05/2021,moderna,fully_vaccinated,0,0,500263,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
02/05/2021,moderna,fully_vaccinated,0,0,500657,0,NA,0.14,0.03,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
03/05/2021,moderna,fully_vaccinated,0,0,505732,0,NA,0.14,0.03,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
04/05/2021,moderna,fully_vaccinated,0,0,517755,0,NA,0.14,0.03,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
05/05/2021,moderna,fully_vaccinated,1,1,532138,0.19,NA,0.14,0.03,100,1.08,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
06/05/2021,moderna,fully_vaccinated,0,1,550569,0,NA,0.14,0.03,NA,1.08,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
07/05/2021,moderna,fully_vaccinated,0,1,568856,0,NA,0.14,0.02,NA,1.08,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
08/05/2021,moderna,fully_vaccinated,0,1,575602,0,NA,0.14,0.02,NA,1.08,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
09/05/2021,moderna,fully_vaccinated,0,1,577634,0,NA,0,0,NA,1.08,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
10/05/2021,moderna,fully_vaccinated,0,1,593007,0,NA,0,0,0,1.06,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
11/05/2021,moderna,fully_vaccinated,0,1,612775,0,NA,0,0,NA,1.06,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
12/05/2021,moderna,fully_vaccinated,0,1,633632,0,NA,0,0,NA,1.06,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
13/05/2021,moderna,fully_vaccinated,0,1,640449,0,NA,0,0,NA,1.06,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
14/05/2021,moderna,fully_vaccinated,0,1,660300,0,NA,0,0,NA,1.06,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
15/05/2021,moderna,fully_vaccinated,0,1,669542,0,NA,0,0,NA,1.06,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
16/05/2021,moderna,fully_vaccinated,0,1,671355,0,NA,0,0,0,1.05,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
17/05/2021,moderna,fully_vaccinated,0,1,691471,0,NA,0,0,NA,1.05,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
18/05/2021,moderna,fully_vaccinated,0,1,715982,0,NA,0,0,NA,1.05,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
19/05/2021,moderna,fully_vaccinated,0,1,739671,0,NA,0,0,NA,1.05,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
20/05/2021,moderna,fully_vaccinated,0,1,768962,0,NA,0,0,NA,1.05,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
21/05/2021,moderna,fully_vaccinated,0,1,794021,0,NA,0,0,NA,1.05,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
22/05/2021,moderna,fully_vaccinated,0,1,805665,0,NA,0,0,NA,1.05,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
23/05/2021,moderna,fully_vaccinated,0,1,810169,0,NA,0,0,0,1.04,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
24/05/2021,moderna,fully_vaccinated,0,1,818871,0,NA,0,0,NA,1.04,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
25/05/2021,moderna,fully_vaccinated,0,1,844266,0,NA,0,0,0,1.03,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
26/05/2021,moderna,fully_vaccinated,0,1,870796,0,NA,0.14,0.02,NA,1.03,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
27/05/2021,moderna,fully_vaccinated,0,1,899703,0,NA,0.14,0.02,NA,1.03,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
28/05/2021,moderna,fully_vaccinated,0,1,930459,0,NA,0.14,0.02,NA,1.03,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
29/05/2021,moderna,fully_vaccinated,1,2,946712,0.11,NA,0.29,0.03,100,2.04,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
30/05/2021,moderna,fully_vaccinated,0,2,952691,0,NA,0.29,0.03,NA,2.04,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
31/05/2021,moderna,fully_vaccinated,0,2,976610,0,NA,0.29,0.03,NA,2.04,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
01/06/2021,moderna,fully_vaccinated,1,3,1005656,0.1,NA,0.29,0.03,100,3.03,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
02/06/2021,moderna,fully_vaccinated,0,3,1038575,0,NA,0.14,0.01,NA,3.03,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
03/06/2021,moderna,fully_vaccinated,0,3,1070951,0,NA,0.29,0.03,NA,3.03,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
04/06/2021,moderna,fully_vaccinated,0,3,1109299,0,NA,0.29,0.03,NA,3.03,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
05/06/2021,moderna,fully_vaccinated,0,3,1127962,0,NA,0.14,0.01,0,3,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
06/06/2021,moderna,fully_vaccinated,1,4,1136033,0.09,NA,0.14,0.01,100,3.96,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
07/06/2021,moderna,fully_vaccinated,0,4,1171149,0,NA,0.29,0.02,NA,3.96,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
08/06/2021,moderna,fully_vaccinated,0,4,1211989,0,NA,0.29,0.02,NA,3.96,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
09/06/2021,moderna,fully_vaccinated,0,4,1251244,0,NA,0.29,0.02,0,3.92,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
10/06/2021,moderna,fully_vaccinated,1,5,1283257,0.08,NA,0.14,0.01,100,4.85,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
11/06/2021,moderna,fully_vaccinated,0,5,1319505,0,NA,0.14,0.01,0,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
12/06/2021,moderna,fully_vaccinated,0,5,1340313,0,NA,0.14,0.01,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
13/06/2021,moderna,fully_vaccinated,0,5,1350471,0,NA,0.14,0.01,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
14/06/2021,moderna,fully_vaccinated,0,5,1384736,0,NA,0,0,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
15/06/2021,moderna,fully_vaccinated,0,5,1426255,0,NA,0,0,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
16/06/2021,moderna,fully_vaccinated,0,5,1471331,0,NA,0,0,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
17/06/2021,moderna,fully_vaccinated,0,5,1518980,0,NA,0,0,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
18/06/2021,moderna,fully_vaccinated,0,5,1564965,0,NA,0,0,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
19/06/2021,moderna,fully_vaccinated,0,5,1587052,0,NA,0,0,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
20/06/2021,moderna,fully_vaccinated,0,5,1595927,0,NA,0,0,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
21/06/2021,moderna,fully_vaccinated,0,5,1632608,0,NA,0,0,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
22/06/2021,moderna,fully_vaccinated,0,5,1677393,0,NA,0.14,0.01,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
23/06/2021,moderna,fully_vaccinated,0,5,1723435,0,NA,0.14,0.01,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
24/06/2021,moderna,fully_vaccinated,0,5,1771014,0,NA,0.14,0.01,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
25/06/2021,moderna,fully_vaccinated,1,6,1815554,0.06,NA,0.14,0.01,100,5.71,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
26/06/2021,moderna,fully_vaccinated,0,6,1838590,0,NA,0.14,0.01,NA,5.71,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
27/06/2021,moderna,fully_vaccinated,0,6,1848448,0,NA,0.14,0.01,NA,5.71,NA,CHFL,COVID19Death,vaccine,limited,2021-12-02_07-48-44
28/06/2021,moderna,fully_vaccinated,0,6,1891438,0,NA,0.14,0.01,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-12-02_07-48-44
29/06/2021,moderna,fully_vaccinated,0,6,1939327,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-12-02_07-48-44
30/06/2021,moderna,fully_vaccinated,0,6,1993780,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-12-02_07-48-44
01/07/2021,moderna,fully_vaccinated,0,6,2042239,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-12-02_07-48-44
02/07/2021,moderna,fully_vaccinated,0,6,2093162,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-12-02_07-48-44
03/07/2021,moderna,fully_vaccinated,0,6,2127127,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-12-02_07-48-44
04/07/2021,moderna,fully_vaccinated,0,6,2137359,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-12-02_07-48-44
05/07/2021,moderna,fully_vaccinated,0,6,2186509,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-12-02_07-48-44
06/07/2021,moderna,fully_vaccinated,0,6,2235471,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-12-02_07-48-44
07/07/2021,moderna,fully_vaccinated,0,6,2284118,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-12-02_07-48-44
08/07/2021,moderna,fully_vaccinated,0,6,2335388,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-12-02_07-48-44
09/07/2021,moderna,fully_vaccinated,0,6,2383367,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-12-02_07-48-44
10/07/2021,moderna,fully_vaccinated,0,6,2412536,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-12-02_07-48-44
11/07/2021,moderna,fully_vaccinated,0,6,2421268,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-12-02_07-48-44
12/07/2021,moderna,fully_vaccinated,0,6,2468576,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-12-02_07-48-44
13/07/2021,moderna,fully_vaccinated,0,6,2515740,0,NA,0,0,0,5.66,NA,CHFL,COVID19Death,vaccine,intermediate,2021-12-02_07-48-44
14/07/2021,moderna,fully_vaccinated,0,6,2556927,0,NA,0,0,NA,5.66,NA,CHFL,COVID19Death,vaccine,intermediate,2021-12-02_07-48-44
15/07/2021,moderna,fully_vaccinated,0,6,2599417,0,NA,0,0,NA,5.66,NA,CHFL,COVID19Death,vaccine,intermediate,2021-12-02_07-48-44
16/07/2021,moderna,fully_vaccinated,0,6,2640160,0,NA,0,0,NA,5.66,NA,CHFL,COVID19Death,vaccine,intermediate,2021-12-02_07-48-44
17/07/2021,moderna,fully_vaccinated,0,6,2662044,0,NA,0,0,NA,5.66,NA,CHFL,COVID19Death,vaccine,intermediate,2021-12-02_07-48-44
18/07/2021,moderna,fully_vaccinated,0,6,2667890,0,NA,0,0,NA,5.66,NA,CHFL,COVID19Death,vaccine,intermediate,2021-12-02_07-48-44
19/07/2021,moderna,fully_vaccinated,0,6,2710173,0,NA,0,0,NA,5.66,NA,CHFL,COVID19Death,vaccine,intermediate,2021-12-02_07-48-44
20/07/2021,moderna,fully_vaccinated,0,6,2746584,0,NA,0,0,NA,5.66,NA,CHFL,COVID19Death,vaccine,intermediate,2021-12-02_07-48-44
