nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_phase5,timeframe_28d,timeframe_14d
all,ZH,202101,31103,4586,26517,711696,14.7,-2.6000000000000014,11.1,1,100,1553423,2002.22,45814.69,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-01,1150,74.03,3.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AG,202102,10634,1405,9229,248868,13.2,-2.8000000000000007,13.2,1,100,694072,1532.12,35856.22,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-02,-1333,-192.05,-11.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AI,202102,203,33,170,4370,16.3,0.40000000000000036,18.1,1,100,16293,1245.93,26821.33,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-02,-5,-30.69,-2.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AR,202102,714,113,601,18401,15.8,-5.399999999999999,15,1,100,55309,1290.93,33269.45,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-02,-256,-462.85,-26.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BE,202102,16795,1665,15130,389282,9.9,-3.1999999999999993,12.2,1,100,1043132,1610.06,37318.58,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-02,-2060,-197.48,-10.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BL,202102,4699,408,4291,112999,8.7,-1.700000000000001,10.4,1,100,290969,1614.95,38835.41,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-02,-774,-266.01,-14.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BS,202102,4094,271,3823,98322,6.6,-3.0999999999999996,8.7,1,100,196735,2080.97,49976.87,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-02,-574,-291.76,-12.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,FL,202102,827,49,778,22847,5.9,-6.799999999999999,10.8,1,100,39055,2117.53,58499.55,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-02,-77,-197.15,-8.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,FR,202102,4312,548,3764,120640,12.7,-2.200000000000001,20.2,1,100,325496,1324.75,37063.44,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-02,-215,-66.05,-4.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GE,202102,11657,1018,10639,316187,8.7,0.3999999999999986,15,1,100,506343,2302.19,62445.22,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-02,192,37.91,1.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GL,202102,902,109,793,13157,12.1,-13.200000000000001,14.3,1,100,40851,2208.02,32207.29,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-02,100,244.79,12.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GR,202102,4294,402,3892,92671,9.4,-0.5,9.9,1,100,200096,2145.97,46313.27,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-02,-1492,-745.64,-25.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,JU,202102,1222,207,1015,28450,16.9,-4.5,18,1,100,73709,1657.87,38597.73,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-02,81,109.89,7.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,LU,202102,6448,1100,5348,137077,17.1,-2.5,14.4,1,100,416347,1548.71,32923.74,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-02,-803,-192.87,-11.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,NE,202102,2502,368,2134,67753,14.7,-1.9000000000000021,18.5,1,100,175894,1422.45,38519.22,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-02,-537,-305.3,-17.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,NW,202102,649,94,555,12192,14.5,-4.800000000000001,13.1,1,100,43520,1491.27,28014.71,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-02,-15,-34.47,-2.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,OW,202102,450,119,331,9749,26.4,5.599999999999998,15.5,1,100,38108,1180.85,25582.55,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-02,26,68.22,6.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SG,202102,6993,1047,5946,182276,15,-5.399999999999999,17,1,100,514504,1359.17,35427.52,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-02,-1789,-347.72,-20.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SH,202102,1223,134,1089,29918,11,-1.5999999999999996,11.6,1,100,83107,1471.6,35999.37,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-02,-21,-25.27,-1.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SO,202102,4003,447,3556,96946,11.2,-3.5,12.6,1,100,277462,1442.72,34940.28,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-02,-619,-223.09,-13.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SZ,202102,2503,340,2163,59197,13.6,-7.299999999999999,15.1,1,100,162157,1543.57,36505.98,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-02,-147,-90.65,-5.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,TG,202102,4166,473,3693,97039,11.4,-6.4,13.7,1,100,282909,1472.56,34300.43,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-02,-976,-344.99,-19,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,TI,202102,7459,754,6705,155242,10.1,-5.300000000000001,15.7,1,100,350986,2125.16,44230.25,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-02,-1138,-324.23,-13.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,UR,202102,563,104,459,8917,18.5,-2.8000000000000007,17.3,1,100,36819,1529.1,24218.47,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-02,149,404.68,36,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,VD,202102,15646,1585,14061,413423,10.1,-1.9000000000000004,14.5,1,100,814762,1920.32,50741.57,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-02,-1938,-237.86,-11,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,VS,202102,5938,890,5048,133174,15,-0.3000000000000007,20.4,1,100,348503,1703.86,38213.16,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-02,-727,-208.61,-10.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,ZG,202102,2131,237,1894,51334,11.1,-5.000000000000002,11.2,1,100,128794,1654.58,39857.45,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-02,-333,-258.55,-13.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,ZH,202102,26417,2993,23424,738113,11.3,-3.3999999999999986,11.1,1,100,1553423,1700.57,47515.26,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-02,-4686,-301.65,-15.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AG,202103,11565,1255,10310,260433,10.9,-2.299999999999999,13.1,1,100,694072,1666.25,37522.48,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-03,931,134.13,8.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AI,202103,239,35,204,4609,14.6,-1.700000000000001,17.9,1,100,16293,1466.89,28288.22,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-03,36,220.96,17.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AR,202103,822,104,718,19223,12.7,-3.1000000000000014,14.9,1,100,55309,1486.2,34755.65,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-03,108,195.27,15.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BE,202103,17296,1343,15953,406578,7.8,-2.1000000000000005,12,1,100,1043132,1658.08,38976.66,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-03,501,48.02,3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BL,202103,6341,348,5993,119340,5.5,-3.1999999999999993,10.1,1,100,290969,2179.27,41014.68,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-03,1642,564.32,34.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BS,202103,4425,244,4181,102747,5.5,-1.0999999999999996,8.5,1,100,196735,2249.22,52226.09,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-03,331,168.25,8.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,FL,202103,860,58,802,23707,6.7,0.7999999999999998,10.6,1,100,39055,2202.02,60701.57,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-03,33,84.49,4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,FR,202103,4536,541,3995,125176,11.9,-0.7999999999999989,19.9,1,100,325496,1393.57,38457,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-03,224,68.82,5.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GE,202103,12146,1017,11129,328333,8.4,-0.29999999999999893,14.8,1,100,506343,2398.77,64843.99,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-03,489,96.58,4.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GL,202103,905,101,804,14062,11.2,-0.9000000000000004,14.1,1,100,40851,2215.37,34422.66,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-03,3,7.35,0.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GR,202103,8429,344,8085,101100,4.1,-5.300000000000001,9.4,1,100,200096,4212.48,50525.75,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-03,4135,2066.51,96.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,JU,202103,1076,140,936,29526,13,-3.8999999999999986,17.8,1,100,73709,1459.79,40057.52,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-03,-146,-198.08,-11.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,LU,202103,6364,787,5577,143441,12.4,-4.700000000000001,14.3,1,100,416347,1528.53,34452.27,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-03,-84,-20.18,-1.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,NE,202103,2579,289,2290,70332,11.2,-3.5,18.2,1,100,175894,1466.22,39985.45,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-03,77,43.77,3.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,NW,202103,798,110,688,12990,13.8,-0.6999999999999993,13.2,1,100,43520,1833.64,29848.35,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-03,149,342.37,23,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,OW,202103,502,108,394,10251,21.5,-4.899999999999999,15.8,1,100,38108,1317.31,26899.86,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-03,52,136.46,11.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SG,202103,7420,1004,6416,189696,13.5,-1.5,16.8,1,100,514504,1442.17,36869.68,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-03,427,83,6.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SH,202103,1166,95,1071,31084,8.1,-2.9000000000000004,11.5,1,100,83107,1403.01,37402.38,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-03,-57,-68.59,-4.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SO,202103,4564,359,4205,101510,7.9,-3.299999999999999,12.4,1,100,277462,1644.91,36585.19,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-03,561,202.19,14,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SZ,202103,2529,256,2273,61726,10.1,-3.5,14.9,1,100,162157,1559.6,38065.58,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-03,26,16.03,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,TG,202103,4387,398,3989,101426,9.1,-2.3000000000000007,13.5,1,100,282909,1550.68,35851.1,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-03,221,78.12,5.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,TI,202103,7714,482,7232,162956,6.2,-3.8999999999999995,15.3,1,100,350986,2197.81,46428.06,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-03,255,72.65,3.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,UR,202103,482,47,435,9399,9.8,-8.7,17,1,100,36819,1309.11,25527.58,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-03,-81,-219.99,-14.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,VD,202103,16655,1485,15170,430078,8.9,-1.1999999999999993,14.2,1,100,814762,2044.16,52785.72,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-03,1009,123.84,6.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,VS,202103,6119,865,5254,139293,14.1,-0.9000000000000004,20.1,1,100,348503,1755.8,39968.95,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-03,181,51.94,3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,ZG,202103,2317,227,2090,53651,9.8,-1.299999999999999,11.1,1,100,128794,1799,41656.44,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-03,186,144.42,8.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,ZH,202103,30796,2645,28151,768909,8.6,-2.700000000000001,11,1,100,1553423,1982.46,49497.72,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-03,4379,281.89,16.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AG,202104,11748,979,10769,272181,8.3,-2.5999999999999996,12.9,1,100,694072,1692.62,39215.1,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-04,183,26.37,1.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AI,202104,295,19,276,4904,6.4,-8.2,17.3,1,100,16293,1810.59,30098.82,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-04,56,343.7,23.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AR,202104,939,98,841,20162,10.4,-2.299999999999999,14.7,1,100,55309,1697.73,36453.38,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-04,117,211.53,14.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BE,202104,15799,1114,14685,422377,7.1,-0.7000000000000002,11.8,1,100,1043132,1514.57,40491.23,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-04,-1497,-143.51,-8.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BL,202104,6304,287,6017,125644,4.6,-0.9000000000000004,9.9,1,100,290969,2166.55,43181.23,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-04,-37,-12.72,-0.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BS,202104,4904,207,4697,107651,4.2,-1.2999999999999998,8.3,1,100,196735,2492.69,54718.78,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-04,479,243.47,10.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,FL,202104,962,53,909,24669,5.5,-1.2000000000000002,10.4,1,100,39055,2463.19,63164.77,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-04,102,261.17,11.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,FR,202104,5589,634,4955,130765,11.3,-0.5999999999999996,19.6,1,100,325496,1717.07,40174.07,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-04,1053,323.5,23.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GE,202104,13196,985,12211,341529,7.5,-0.9000000000000004,14.5,1,100,506343,2606.14,67450.13,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-04,1050,207.37,8.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GL,202104,1030,78,952,15092,7.6,-3.5999999999999996,13.7,1,100,40851,2521.36,36944.02,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-04,125,305.99,13.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GR,202104,8336,416,7920,109436,5,0.9000000000000004,9,1,100,200096,4166,54691.75,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-04,-93,-46.48,-1.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,JU,202104,1402,165,1237,30928,11.8,-1.1999999999999993,17.5,1,100,73709,1902.07,41959.6,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-04,326,442.28,30.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,LU,202104,6019,509,5510,149460,8.5,-3.9000000000000004,14.1,1,100,416347,1445.67,35897.94,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-04,-345,-82.86,-5.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,NE,202104,2643,244,2399,72975,9.2,-2,17.9,1,100,175894,1502.61,41488.06,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-04,64,36.39,2.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,NW,202104,903,61,842,13893,6.8,-7.000000000000001,12.7,1,100,43520,2074.91,31923.25,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-04,105,241.27,13.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,OW,202104,442,30,412,10693,6.8,-14.7,15.4,1,100,38108,1159.86,28059.72,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-04,-60,-157.45,-12,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SG,202104,8548,837,7711,198244,9.8,-3.6999999999999993,16.5,1,100,514504,1661.41,38531.09,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-04,1128,219.24,15.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SH,202104,1208,66,1142,32292,5.5,-2.5999999999999996,11.2,1,100,83107,1453.55,38855.93,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-04,42,50.54,3.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SO,202104,4361,338,4023,105871,7.8,-0.10000000000000053,12.2,1,100,277462,1571.75,38156.94,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-04,-203,-73.16,-4.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SZ,202104,2426,210,2216,64152,8.7,-1.4000000000000004,14.6,1,100,162157,1496.08,39561.66,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-04,-103,-63.52,-4.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,TG,202104,4556,329,4227,105982,7.2,-1.8999999999999995,13.2,1,100,282909,1610.41,37461.52,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-04,169,59.73,3.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,TI,202104,6052,340,5712,169008,5.6,-0.6000000000000005,14.9,1,100,350986,1724.29,48152.35,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-04,-1662,-473.52,-21.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,UR,202104,464,27,437,9863,5.8,-4.000000000000001,16.4,1,100,36819,1260.22,26787.8,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-04,-18,-48.89,-3.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,VD,202104,17977,1456,16521,448055,8.1,-0.8000000000000007,14,1,100,814762,2206.41,54992.13,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-04,1322,162.25,7.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,VS,202104,6278,715,5563,145571,11.4,-2.6999999999999993,19.8,1,100,348503,1801.42,41770.37,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-04,159,45.62,2.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,ZG,202104,2264,189,2075,55915,8.3,-1.5,11,1,100,128794,1757.85,43414.29,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-04,-53,-41.15,-2.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,ZH,202104,33279,2202,31077,802188,6.6,-2,10.8,1,100,1553423,2142.3,51640.02,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-04,2483,159.84,8.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AG,202105,12625,758,11867,284806,6,-2.3000000000000007,12.6,1,100,694072,1818.98,41034.07,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-05,877,126.36,7.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AI,202105,198,13,185,5102,6.6,0.1999999999999993,16.8,1,100,16293,1215.25,31314.06,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-05,-97,-595.34,-32.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AR,202105,715,58,657,20877,8.1,-2.3000000000000007,14.5,1,100,55309,1292.74,37746.12,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-05,-224,-404.99,-23.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BE,202105,17513,977,16536,439890,5.6,-1.5,11.6,1,100,1043132,1678.89,42170.12,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-05,1714,164.32,10.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BL,202105,7689,310,7379,133333,4,-0.5999999999999996,9.5,1,100,290969,2642.55,45823.78,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-05,1385,476,22,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BS,202105,5770,222,5548,113421,3.8,-0.40000000000000036,8.1,1,100,196735,2932.88,57651.66,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-05,866,440.19,17.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,FL,202105,858,34,824,25527,4,-1.5,10.2,1,100,39055,2196.9,65361.67,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-05,-104,-266.29,-10.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,FR,202105,6976,614,6362,137741,8.8,-2.5,19,1,100,325496,2143.19,42317.26,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-05,1387,426.12,24.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GE,202105,16180,980,15200,357709,6.1,-1.4000000000000004,14.1,1,100,506343,3195.46,70645.59,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-05,2984,589.32,22.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GL,202105,677,40,637,15769,5.9,-1.6999999999999993,13.3,1,100,40851,1657.24,38601.26,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-05,-353,-864.12,-34.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GR,202105,8283,314,7969,117719,3.8,-1.2000000000000002,8.7,1,100,200096,4139.51,58831.26,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-05,-53,-26.49,-0.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,JU,202105,1849,105,1744,32777,5.7,-6.1000000000000005,16.9,1,100,73709,2508.51,44468.11,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-05,447,606.44,31.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,LU,202105,6989,479,6510,156449,6.9,-1.5999999999999996,13.8,1,100,416347,1678.65,37576.59,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-05,970,232.98,16.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,NE,202105,3293,231,3062,76268,7,-2.1999999999999993,17.4,1,100,175894,1872.15,43360.21,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-05,650,369.54,24.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,NW,202105,862,59,803,14755,6.8,0,12.4,1,100,43520,1980.7,33903.95,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-05,-41,-94.21,-4.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,OW,202105,500,44,456,11193,8.8,2.000000000000001,15.1,1,100,38108,1312.06,29371.79,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-05,58,152.2,13.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SG,202105,7752,705,7047,205996,9.1,-0.7000000000000011,16.3,1,100,514504,1506.69,40037.78,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-05,-796,-154.72,-9.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SH,202105,1141,40,1101,33433,3.5,-2,11,1,100,83107,1372.93,40228.86,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-05,-67,-80.62,-5.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SO,202105,5075,274,4801,110946,5.4,-2.3999999999999995,11.9,1,100,277462,1829.08,39986.02,COVID19Test,,2021-12-02_07-48-44,isoweek,2021-05,714,257.33,16.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
