nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_phase5,timeframe_28d,timeframe_14d
all,FR,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,325496,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-12,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GE,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,506343,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-12,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GL,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,40851,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-12,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GR,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,200096,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-12,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,JU,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,73709,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-12,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,LU,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,416347,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-12,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,NE,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,175894,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-12,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,NW,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,43520,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-12,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,OW,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,38108,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-12,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SG,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,514504,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-12,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SH,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,83107,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-12,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SO,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,277462,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-12,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SZ,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,162157,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-12,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,TG,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,282909,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-12,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,TI,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,350986,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-12,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,UR,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,36819,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-12,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,VD,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,814762,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-12,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,VS,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,348503,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-12,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,ZG,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,128794,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-12,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,ZH,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,1553423,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-12,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AG,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,694072,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AI,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,16293,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AR,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,55309,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BE,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,1043132,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BL,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,290969,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BS,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,196735,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,FL,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,39055,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,FR,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,325496,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GE,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,506343,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GL,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,40851,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GR,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,200096,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,JU,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,73709,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,LU,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,416347,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,NE,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,175894,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,NW,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,43520,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,OW,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,38108,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SG,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,514504,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SH,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,83107,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SO,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,277462,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SZ,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,162157,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,TG,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,282909,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,TI,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,350986,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,UR,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,36819,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,VD,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,814762,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,VS,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,348503,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,ZG,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,128794,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,ZH,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,1553423,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AG,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,694072,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AI,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,16293,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AR,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,55309,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BE,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,1043132,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BL,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,290969,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BS,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,196735,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,FL,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,39055,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,FR,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,325496,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GE,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,506343,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GL,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,40851,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GR,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,200096,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,JU,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,73709,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,LU,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,416347,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,NE,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,175894,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,NW,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,43520,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,OW,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,38108,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SG,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,514504,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SH,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,83107,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SO,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,277462,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SZ,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,162157,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,TG,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,282909,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,TI,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,350986,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,UR,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,36819,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,VD,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,814762,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,VS,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,348503,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,ZG,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,128794,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,ZH,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,1553423,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AG,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,694072,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AI,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,16293,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AR,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,55309,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BE,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,1043132,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BL,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,290969,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BS,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,196735,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,FL,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,39055,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,FR,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,325496,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GE,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,506343,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GL,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,40851,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GR,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,200096,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,JU,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,73709,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,LU,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,416347,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,NE,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,175894,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,NW,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,43520,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,OW,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,38108,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SG,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,514504,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SH,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,83107,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SO,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,277462,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SZ,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,162157,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,TG,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,282909,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,TI,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,350986,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,UR,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,36819,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,VD,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,814762,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,VS,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,348503,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,ZG,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,128794,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,ZH,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,1553423,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AG,202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,694072,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-16,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AI,202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,16293,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-16,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AR,202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,55309,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-16,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BE,202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1043132,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-16,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BL,202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,290969,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-16,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BS,202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,196735,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-16,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,FL,202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,39055,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-16,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
